"year","state","name","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode"
2010,516,"BUI",8595166,0.214,0.614,2e-04,0.0378,0.023,0.889,0,0,0,0,0,0.024,0.001,0,0,0,0,0,0.025,0,0,0,0,0,8e-04,0,0,8e-04,0,0,0,0,0.0809,0.0026,9e-04,0.9991,1,0,24,5,20,"Medium",1.1,350
1965,517,"RWA",3130000,0.08,0.3868,1e-04,0.0394,0.0773,0.5837,0,0,0,0,0,0,0,0,0,0,0,0.0898,0.0898,0,0,0,0,0,3e-04,0,0,0.0015,0,0,0,0,0.323,0,0.0018,0.9982,1.0001,0,134,8,28,"Low",1.1,20
1970,517,"RWA",3690000,0.0885,0.4492,1e-04,0.0432,0.0304,0.6115,0,0,0,0,0,0,0,0,0,0,0,0.0832,0.0832,0,0,0,0,0,3e-04,0,0,0.0015,0,0,0,0,0.3036,0,0,1,1.0001,0,1,4,7,"Medium",1.1,7
1975,517,"RWA",4193000,0.1016,0.4602,1e-04,0.0492,0.0392,0.6503,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,3e-04,0,0,0.0015,0,0,0,0,0.22,1e-04,0.0477,0.9523,0.9999,0,3,99,35,"Low",1.1,99
1980,517,"RWA",5162000,0.1018,0.4962,1e-04,0.0573,0.0425,0.698,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,3e-04,0,0,0.0015,0,0,0,0,0.21,2e-04,1e-04,0.9999,1.0001,0,134,4,10,"Medium",1.1,7
1985,517,"RWA",6052000,0.1219,0.4935,2e-04,0.0705,0.0534,0.7395,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.0909,0,0,0,0,0,9e-04,0,0,0.0017,0,0,0,0,0.1631,2e-04,0.0037,0.9963,1,0,134,2,10,"Medium",1.1,13
1990,517,"RWA",7181000,0.18,0.4632,2e-04,0.0836,0.0672,0.7941,0,0,0,0,0,0,0,0,0,0,0,0.0774,0.0774,0,0,0,0,0,0.0014,0,0,0.0017,0,0,0,0,0.09,3e-04,0.035,0.965,0.9999,0,24,4,8,"Medium",1.1,7
1995,517,"RWA",5184000,0.2,0.47,3e-04,0.09,0.0807,0.841,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.001,0,0,0.0026,0,0,0,0,0.06,0.0017,0.0237,0.9763,1,0,34,5,24,"Medium",1.1,1
2000,517,"RWA",7733000,0.2522,0.5031,0,0.0747,0.0467,0.8768,0,0,0,0,0,0.042,5e-04,0,0,0,0,0,0.0425,0,0,0,0,0,1e-04,0,0,0.0018,0,0,0,0,0.042,0.002,0.0348,0.9652,1,0,24,5,20,"Medium",1.1,14
2005,517,"RWA",8992000,0.26,0.57,2e-04,0.0473,0.0195,0.8969,0,0,0,0,0,0.0495,5e-04,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0.0411,0.0025,0.0077,0.9923,1,0,24,5,20,"Medium",1.1,83
2010,517,"RWA",10344436,0.26,0.565,1e-04,0.0466,0.0227,0.8945,0,0,0,0,0,0.0455,5e-04,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0.0408,0.0035,0.0133,0.9867,0.9999,0,24,5,20,"Medium",1.1,83
1960,520,"SOM",3785000,2e-04,0.0026,0,1e-04,0,0.003,0,0,0,0,0,0.9947,0,0,0,0,0,0,0.9947,0,0,0,0,0,2e-04,0,0,2e-04,0,0,0,0,0,0.0017,2e-04,0.9998,1,0,13,9,24,"Medium",1.1,2
1965,520,"SOM",4239000,2e-04,0.0019,0,1e-04,0,0.0022,0,0,0,0,0,0.9929,0,0,0,0,0,0,0.9929,0,0,0,0,0,2e-04,0,0,2e-04,0,0,0,0,0,0.0013,0.0032,0.9968,1,0,13,9,24,"Medium",1.1,2
1970,520,"SOM",4791000,2e-04,0.0011,1e-04,1e-04,0,0.0014,0,0,0,0,0,0.9973,0,0,0,0,0,0,0.9973,0,0,0,0,0,1e-04,0,0,2e-04,0,0,0,0,0,0.001,0,1,1,0,13,4,10,"Medium",1.1,7
1975,520,"SOM",5471000,1e-04,6e-04,1e-04,0,3e-04,0.0012,0,0,0,0,0,0.9872,0,0,0,0,0,0,0.9872,0,0,0,0,0,1e-04,0,0,2e-04,0,0,0,0,4e-04,8e-04,0.0102,0.9898,1.0001,0,3,99,35,"Low",1.1,99
1980,520,"SOM",6713000,1e-04,2e-04,2e-04,0,5e-04,0.001,0,0,0,0,0,0.9973,0,0,0,0,0,0,0.9973,0,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,6e-04,5e-04,3e-04,0.9997,0.9999,0,134,4,10,"Medium",1.1,7
1985,520,"SOM",7875000,1e-04,1e-04,2e-04,0,4e-04,8e-04,0,0,0,0,0,0.9711,0,0,0,0,0,0.02,0.9911,0,0,0,0,0,2e-04,0,0,1e-04,0,0,0,0,8e-04,4e-04,0.0066,0.9934,1,0,134,9,28,"Low",1.1,2
1990,520,"SOM",8623000,1e-04,1e-04,2e-04,0,3e-04,7e-04,0,0,0,0,0,0.977,0,0,0,0,0,0.0172,0.9942,0,0,0,0,0,3e-04,0,0,1e-04,0,0,0,0,0.001,3e-04,0.0034,0.9966,1,0,134,4,10,"Medium",1.1,7
1995,520,"SOM",9491000,2e-04,0,3e-04,0,2e-04,7e-04,0,0,0,0,0,0.9632,0,0,0,0,0,0.0273,0.9905,0,0,0,0,0,4e-04,0,0,2e-04,0,0,0,0,8e-04,4e-04,0.0069,0.9931,0.9999,0,13,9,24,"Medium",1.1,2
2000,520,"SOM",10097000,2e-04,0,3e-04,0,1e-04,6e-04,0,0,0,0,0,0.985,0.01,0,0,0,0,0,0.995,0,0,0,0,0,6e-04,0,0,3e-04,0,0,0,0,8e-04,4e-04,0.0023,0.9977,1,0,24,5,20,"Medium",1.1,83
2005,520,"SOM",8354000,2e-04,0,2e-04,0,1e-04,5e-04,0,0,0,0,0,0.985,0.009,0,0,0,0,0,0.994,0,0,0,0,0,6e-04,0,0,2e-04,0,0,0,0,8e-04,5e-04,0.0035,0.9965,1.0001,0,24,5,20,"Medium",1.1,83
2010,520,"SOM",9330345,2e-04,0,2e-04,0,1e-04,5e-04,0,0,0,0,0,0.985,0.01,0,0,0,0,0,0.995,0,0,0,0,0,6e-04,0,0,3e-04,0,0,0,0,7e-04,4e-04,0.0025,0.9975,1,0,24,5,20,"Medium",1.1,83
1980,522,"DJI",355000,6e-04,0.0265,0.0225,0,0,0.0496,0,0,0,0,0,0,0,0,0,0,4e-04,0.9316,0.932,0,0,0,0,0,8e-04,0,0,4e-04,0,0,0,0,0,0.0154,0.0017,0.9983,0.9999,0,134,4,10,"Medium",1.1,7
1985,522,"DJI",430000,4e-04,0.0202,0.01,0,0.01,0.0406,0,0,0,0,0,0,0,0,0,0,0,0.9395,0.9395,0,0,0,0,0,5e-04,0,0,6e-04,0,0,0,0,0,0.0137,0.005,0.995,0.9999,0,13,2,10,"Medium",1.1,13
1990,522,"DJI",517000,3e-04,0.0155,0.02,0,0.01,0.0458,0,0,0,0,0,0,0,0,0,0,0,0.9371,0.9371,0,0,0,0,0,3e-04,0,0,8e-04,0,0,0,0,0,0.0123,0.0038,0.9962,1.0001,0,13,4,10,"Medium",1.1,7
1995,522,"DJI",601000,5e-04,0.0117,0.02,0,0.0117,0.0439,0,0,0,0,0,0,0,0,0,0,0,0.94,0.94,0,0,0,0,0,3e-04,0,0,8e-04,0,0,0,0,0,0.0114,0.0036,0.9964,1,0,13,5,24,"Medium",1.1,1
2000,522,"DJI",638000,8e-04,0.0082,0.0074,0,0,0.0163,0,0,0,0,0,0.975,0,0,0,0,0,0,0.975,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0.0071,0.0013,0.9987,1.0001,0,24,5,20,"Medium",1.1,83
2005,522,"DJI",805000,8e-04,0.0062,0.0061,0,8e-04,0.0138,0,0,0,0,0,0.975,0,0,0,0,0,0,0.975,0,0,0,0,0,4e-04,0,0,9e-04,0,0,0,0,0,0.0083,0.0016,0.9984,1,0,24,5,20,"Medium",1.1,83
2010,522,"DJI",882943,7e-04,0.0069,0.0062,0,0,0.0139,0,0,0,0,0,0.975,0,0,0,0,0,0,0.975,0,0,0,0,0,4e-04,0,0,9e-04,0,0,0,0,0,0.0096,2e-04,0.9998,1,0,24,5,20,"Medium",1.1,83
1945,530,"ETH",17202000,0.0028,0.0027,0.4212,1e-04,0.0447,0.4715,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.2859,0.2859,0,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,0.2413,0,0,1,1.0001,0,3,99,35,"Low",1.1,99
1950,530,"ETH",19573000,0.0054,0.0024,0.3705,1e-04,0.0552,0.4337,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.2711,0.2711,0,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,0.294,0,0,1,1.0001,0,13,4,10,"Medium",1.1,7
1955,530,"ETH",19100000,0.0124,0.0026,0.38,1e-04,0.07,0.4651,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,0.2319,0,0.0017,0.9983,1,0,34,5,24,"Medium",1.1,15
1960,530,"ETH",20700000,0.0178,0.0024,0.3964,1e-04,0.0776,0.4943,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,0.15,0,0.0044,0.9956,1,0,134,10,28,"Low",1.1,12
1965,530,"ETH",22699000,0.022,0.0023,0.3911,1e-04,0.0801,0.4956,0,0,0,0.001,0.001,0,0,0,0,0,0,0.34,0.34,0,0,0,0,0,1e-04,0,0,2e-04,0,0,0,0,0.1597,0,0.0034,0.9966,1,0,134,5,10,"Medium",1.1,15
1970,530,"ETH",24626000,0.0256,0.0022,0.3825,1e-04,0.1093,0.5197,0,0,0,0.001,0.001,0,0,0,0,0,0,0.3108,0.3108,0,0,0,0,0,1e-04,0,0,2e-04,0,0,0,0,0.1679,0,3e-04,0.9997,1,0,13,4,10,"Medium",1.1,7
1975,530,"ETH",27102000,0.032,0.0049,0.4583,1e-04,0.0723,0.5676,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.13,1e-04,9e-04,0.9991,1.0001,0,3,99,35,"Low",1.1,99
1980,530,"ETH",31065000,0.0356,0.0068,0.4964,1e-04,0.0396,0.5784,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,1e-04,0,0,4e-04,0,0,0,0,0.116,2e-04,0.0039,0.9961,1.0001,0,134,4,10,"Medium",1.1,7
1985,530,"ETH",44255000,0.0829,0.0055,0.4174,0,0.04,0.5459,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.32,0.32,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.1122,8e-04,0.0203,0.9797,1.0001,0,134,2,10,"Medium",1.1,13
1990,530,"ETH",51689000,0.1205,0.0054,0.4,0,0.04,0.566,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.32,0.32,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.11,0.0013,0.0022,0.9978,1.0001,0,24,4,8,"Medium",1.1,7
1995,530,"ETH",56677000,0.1385,0.0062,0.39,0,0.04,0.5748,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.34,0.34,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.08,0.0013,0.0033,0.9967,1,0,34,5,24,"Medium",1.1,1
2000,530,"ETH",62565000,0.1554,0.0069,0.4186,0,0.0289,0.6099,0,0,0,2e-04,2e-04,0.3261,0.0033,0,0,0,0,0,0.3294,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.0583,0.0016,2e-04,0.9998,1,0,24,4,20,"Medium",1.1,83
2005,530,"ETH",73044000,0.14,0.0062,0.4178,0,0.0134,0.5773,0,0,0,1e-04,1e-04,0.3663,0.0065,0,0,0,0,0,0.3728,0,0,0,0,0,1e-04,0,0,2e-04,0,0,0,0,0.0479,0.0011,4e-04,0.9996,0.9999,0,24,4,20,"Medium",1.1,350
2010,530,"ETH",82278800,0.1805,0.007,0.4239,0,0.0043,0.6156,0,0,0,1e-04,1e-04,0.3392,0.0052,0,0,0,0,0,0.3444,0,0,0,0,0,1e-04,0,0,3e-04,0,0,0,0,0.0377,0.0013,7e-04,0.9993,1.0002,0,24,4,7,"High",1.1,210
1995,531,"ERI",3171000,0.0099,0.0377,0.4368,0,0.001,0.4855,0,0,0,0,0,0,0,0,0,0,0,0.4863,0.4863,0,0,0,0,0,2e-04,0,0,3e-04,0,0,0,0,0.0065,0.0189,0.0024,0.9976,1.0001,0,134,9,28,"Low",1.1,2
2000,531,"ERI",3850000,0.02,0.05,0.4,0,7e-04,0.4707,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,2e-04,0,0,3e-04,0,0,0,0,0.0087,0.0169,0.0032,0.9968,1,0,24,9,28,"Low",1.1,83
2005,531,"ERI",4473000,0.02,0.05,0.38,0,0,0.45,0,0,0,0,0,0.53,0,0,0,0,0,0,0.53,0,0,0,0,0,2e-04,0,0,3e-04,0,0,0,0,0.007,0.0125,1e-04,0.9999,1.0001,0,24,9,28,"Low",1.1,83
2010,531,"ERI",5234450,0.015,0.04,0.52,0,0,0.575,0,0,0,0,0,0.4012,0,0,0,0,0,0,0.4012,0,0,0,0,0,2e-04,0,0,3e-04,0,0,0,0,0.0075,0.0128,0.003,0.997,1,0,24,9,28,"Low",1.1,83
1975,540,"ANG",6123000,0.08,0.5431,0,4e-04,0.24,0.8635,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.1275,0.0033,0.0015,0.9985,1,0,3,99,35,"Low",1.1,99
1980,540,"ANG",7019000,0.0905,0.55,0,4e-04,0.25,0.8908,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.0067,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0974,0.0043,7e-04,0.9993,1.0001,0,134,4,10,"Medium",1.1,7
1985,540,"ANG",8003000,0.1,0.56,0,3e-04,0.25,0.9103,0,0,0,0,0,0,0,0,0,0,0,0.0087,0.0087,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0748,0.0056,4e-04,0.9996,1,0,34,9,28,"Low",1.1,2
1990,540,"ANG",10020000,0.1297,0.5589,0,3e-04,0.24,0.9289,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.0091,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0512,0.006,0.0046,0.9954,1,0,134,4,10,"Medium",1.1,7
1995,540,"ANG",10816000,0.1815,0.59,0,0.0015,0.14,0.913,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0535,0.008,0.0148,0.9852,1,0,34,5,24,"Medium",1.1,1
2000,540,"ANG",12878000,0.1496,0.6216,0,0.0019,0.0685,0.8417,0,0,0,0,0,0,0,0,0,0,0,0.0101,0.0101,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0757,0.0194,0.0529,0.9471,1,0,24,5,20,"Medium",1.1,13
2005,540,"ANG",16618000,0.26,0.59,0,0.0018,0.0527,0.9044,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0105,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0662,0.0161,0.0026,0.9974,1,0,24,5,20,"Medium",1.1,83
2010,540,"ANG",19114176,0.23,0.62,0,0.002,0.0392,0.8912,0,0,0,0,0,0,0,0,0,0,0,0.0104,0.0104,0,0,1e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0.0759,0.0179,0.0044,0.9956,1,0,24,5,20,"Medium",1.1,83
1975,541,"MZM",9119000,0.0403,0.3126,2e-04,0.004,0.0602,0.4174,0,0,0,0,0,0,0,0,0,0,0,0.136,0.136,0,0,0,0,0,6e-04,0,0,1e-04,0,0,0,0,0.4408,8e-04,0.0043,0.9957,1,0,3,99,35,"Low",1.1,99
1980,541,"MZM",12103000,0.0471,0.2339,2e-04,0.0051,0.102,0.3883,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,4e-04,0,0,1e-04,0,0,0,0,0.46,0.001,1e-04,0.9999,0.9999,0,134,4,10,"Medium",1.1,7
1985,541,"MZM",13868000,0.0581,0.1812,1e-04,0.0049,0.1135,0.3578,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0,0.001,0,0,1e-04,0,0,0,0,0.4851,0.0024,0.0035,0.9965,0.9999,0,134,2,10,"Medium",1.1,13
1990,541,"MZM",14151000,0.0848,0.1618,0,0.0053,0.1285,0.3805,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0.0016,0,0,2e-04,0,0,0,0,0.45,0.0039,0.0038,0.9962,1,0,134,4,10,"Medium",1.1,7
1995,541,"MZM",17423000,0.1066,0.1816,0,0.0056,0.1328,0.4266,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0.0015,0,0,1e-04,0,0,0,1e-04,0.39,0.004,0.0176,0.9824,0.9999,0,134,5,20,"Medium",1.1,1
2000,541,"MZM",19680000,0.0991,0.1792,1e-04,0.006,0.1004,0.3848,0,0,0,0,0,0.2178,0.0022,0,0,0,0,0,0.22,0,0,0,0,0,0.0016,0,0,1e-04,0,0,0,1e-04,0.3743,0.0052,0.0139,0.9861,1,0,24,7,28,"Low",1.1,13
2005,541,"MZM",19420000,0.1159,0.2156,0,0.0135,0.1054,0.4504,0,0,0,0,0,0.2148,0.0027,0,0,0,0,0,0.2175,0,0,1e-04,1e-04,0,0.0016,0,0,1e-04,0,0,0,2e-04,0.3106,0.007,0.0124,0.9876,0.9999,0,24,7,28,"Low",1.1,200
2010,541,"MZM",21841850,0.2242,0.2434,0,0.0058,0,0.4734,0,0,0,0,0,0.2396,0.004,0,0,0,0,0,0.2436,0,0,1e-04,1e-04,0,0.0016,0,0,1e-04,0,0,0,2e-04,0.2678,0.0088,0.0044,0.9956,1,0,24,7,20,"Medium",1.1,350
1965,551,"ZAM",3695000,0.0336,0.17,0.0014,0.02,0.4133,0.6382,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.0032,0.0032,0,0,0,0,0,0.0019,0,0,0.0023,0,0,0,3e-04,0.3518,0.0021,0,1,1,0,134,8,28,"Low",1.1,20
1970,551,"ZAM",4238000,0.0716,0.2225,0.0013,0.0205,0.3536,0.6695,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.0031,0.0031,0,0,0,0,0,0.0019,0,0,0.0025,0,0,0,3e-04,0.3199,0.0024,1e-04,0.9999,0.9999,0,24,4,8,"Medium",1.1,7
1975,551,"ZAM",4893000,0.1517,0.255,0.0011,0.0188,0.2821,0.7088,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0.0029,0.0029,0,0,4e-04,4e-04,0,0.0018,0,0,0.0027,0,0,0,4e-04,0.28,0.0027,2e-04,0.9998,1.0001,0,3,99,35,"Low",1.1,99
1980,551,"ZAM",5738000,0.2058,0.2713,9e-04,0.0205,0.22,0.7185,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.003,0.003,0,0,3e-04,3e-04,0,0.0017,0,0,0.0028,0,0,0,4e-04,0.27,0.0028,3e-04,0.9997,0.9999,0,134,4,10,"Medium",1.1,7
1985,551,"ZAM",6725000,0.2172,0.2905,8e-04,0.0199,0.2003,0.7286,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0072,0.0072,0,0,3e-04,3e-04,0,0.0015,0,0,0.0101,0,0,0,4e-04,0.2379,0.0026,0.0112,0.9888,0.9999,0,13,2,10,"Medium",1.1,13
1990,551,"ZAM",8073000,0.2403,0.2663,7e-04,0.0186,0.2273,0.7532,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0099,0.0099,0,0,3e-04,3e-04,0,0.0012,0,0,0.0149,0,0,0,4e-04,0.17,0.0024,0.0475,0.9525,0.9999,0,134,4,10,"Medium",1.1,7
1995,551,"ZAM",8081000,0.2724,0.2852,8e-04,0.015,0.2199,0.7932,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.011,0.011,0,0,3e-04,3e-04,0,0.0014,0,0,0.0179,0,0,0,6e-04,0.13,0.0022,0.0433,0.9567,1,0,34,5,24,"Medium",1.1,1
2000,551,"ZAM",9169000,0.2947,0.2997,8e-04,0.0148,0.2094,0.8194,0,0,0,1e-04,1e-04,0.0063,5e-04,0,0,0,0,0,0.0068,0,0,3e-04,3e-04,0,0.0014,0,0,0.0164,0,0,0,6e-04,0.1521,0.0021,8e-04,0.9992,1,0,24,7,24,"Medium",1.1,13
2005,551,"ZAM",11441000,0.2927,0.3547,0.001,0.0128,0.2088,0.87,0,0,0,1e-04,1e-04,0.005,5e-04,0,0,0,0,0,0.0055,0,0,3e-04,3e-04,0,0.005,0,0,0.0118,0,0,0,0,0.1049,0.0018,6e-04,0.9994,1,0,24,5,20,"Medium",1.1,83
2010,551,"ZAM",13039656,0.2927,0.3547,0.001,0.0128,0.2088,0.87,0,0,0,1e-04,1e-04,0.005,5e-04,0,0,0,0,0,0.0055,0,0,3e-04,3e-04,0,0.005,0,0,0.0111,0,0,0,0,0.1049,0.0018,0.0013,0.9987,1,0,24,5,20,"Medium",1.1,83
1965,552,"ZIM",4475000,0.1443,0.09,5e-04,0.029,0.2189,0.4827,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0096,0.0096,0,0,0,0,0,7e-04,0,0,0.0018,0,0,0,0,0.493,0.0017,0.0096,0.9904,1.0001,0,134,8,28,"Low",1.1,20
1970,552,"ZIM",5310000,0.14,0.1,5e-04,0.03,0.2518,0.5223,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0096,0.0096,0,0,0,0,0,7e-04,0,0,0.0019,0,0,0,0,0.46,0.0017,0.0028,0.9972,1,0,134,4,10,"Medium",1.1,7
1975,552,"ZIM",6280000,0.1502,0.1181,5e-04,0.0312,0.2559,0.5558,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0096,0.0096,0,0,0,0,0,7e-04,0,0,0.0019,0,0,0,0,0.42,0.0018,0.0091,0.9909,0.9999,0,3,99,35,"Low",1.1,99
1980,552,"ZIM",7096000,0.1611,0.1341,5e-04,0.0327,0.2842,0.6126,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0099,0.0099,0,0,0,0,0,7e-04,0,0,0.002,0,0,0,0,0.37,0.0018,0.0018,0.9982,0.9998,0,13,4,10,"Medium",1.1,7
1985,552,"ZIM",8379000,0.1428,0.1111,4e-04,0.0303,0.3656,0.6502,0,0,0,0.001,0.001,0,0,0,0,0,0,0.009,0.009,0,0,1e-04,1e-04,0,0.0011,0,0,0.0026,0,0,0,0,0.32,0.0058,0.0102,0.9898,1,0,34,2,10,"Medium",1.1,13
1990,552,"ZIM",9369000,0.1334,0.0971,4e-04,0.0294,0.4387,0.699,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0085,0.0085,0,0,1e-04,1e-04,0,0.0014,0,0,0.0031,0,0,0,0,0.253,0.0091,0.0248,0.9752,1,0,134,4,10,"Medium",1.1,7
1995,552,"ZIM",11526000,0.15,0.0869,4e-04,0.0251,0.4553,0.7177,0,0,0,9e-04,9e-04,0,0,0,0,0,0,0.0072,0.0072,0,0,0,0,0,0.0013,0,0,0.0029,0,0,0,0,0.23,0.0096,0.0304,0.9696,1,0,34,5,24,"Medium",1.1,1
2000,552,"ZIM",11669000,0.1231,0.0959,4e-04,0.026,0.4028,0.6482,0,0,0,9e-04,9e-04,0.0071,1e-04,0,0,0,0,0,0.0072,0,0,0,0,0,0.0015,0,0,0.0028,0,0,0,0,0.2657,0.015,0.0586,0.9414,0.9999,0,24,5,24,"Medium",1.1,13
2005,552,"ZIM",12372000,0.1762,0.1621,0,0.0202,0.4389,0.7974,0,0,0,9e-04,9e-04,0.0057,1e-04,0,0,0,0,0,0.0058,0,0,0,0,0,0.0014,0,0,0.0016,0,0,0,0,0.137,0.0204,0.0353,0.9647,0.9998,0,24,5,24,"Medium",1.1,200
2010,552,"ZIM",12165294,0.197,0.1895,0.0037,0.0464,0.3823,0.8188,0,0,0,9e-04,9e-04,0.0105,2e-04,0,0,0,0,0,0.0107,0,0,0,0,0,0.0015,0,0,0.0021,0,0,0,0,0.1354,0.0256,0.0049,0.9951,0.9999,0,24,4,7,"High",1.1,350
1965,553,"MAW",3908000,0.1954,0.1919,2e-04,0.0102,0.1651,0.5629,0,0,0,0,0,0,0,0,0,0,0,0.1919,0.1919,0,0,0,0,0,0.0012,0,0,0.0018,0,0,0,0,0.2411,1e-04,9e-04,0.9991,0.9999,0,134,5,10,"Medium",1.1,15
1970,553,"MAW",4606000,0.212,0.2193,2e-04,0.0169,0.1399,0.5882,0,0,0,0,0,0,0,0,0,0,0,0.1629,0.1629,0,0,0,0,0,0.0011,0,0,0.0018,0,0,0,0,0.2457,1e-04,1e-04,0.9999,0.9999,0,1,4,10,"Medium",1.1,7
1975,553,"MAW",5236000,0.2307,0.2308,2e-04,0.0181,0.1437,0.6235,0,0,0,0,0,0,0,0,0,0,0,0.1579,0.1579,0,0,0,0,0,0.0011,0,0,0.0019,0,0,0,0,0.21,1e-04,0.0054,0.9946,0.9999,0,3,99,35,"Low",1.1,99
1980,553,"MAW",6046000,0.2513,0.2327,2e-04,0.0184,0.1423,0.6451,0,0,0,0,0,0,0,0,0,0,0,0.1494,0.1494,0,0,0,0,0,0.001,0,0,0.0019,0,0,0,0,0.2,1e-04,0.0024,0.9976,0.9999,0,134,4,10,"Medium",1.1,7
1985,553,"MAW",7059000,0.2309,0.2387,2e-04,0.019,0.1471,0.6358,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.0015,0,0,0.0019,0,0,0,0,0.15,0.001,0.0096,0.9904,0.9998,0,13,9,24,"Medium",1.1,2
1990,553,"MAW",8289000,0.2147,0.2367,3e-04,0.0189,0.1752,0.6458,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.0019,0,0,0.0019,0,0,0,0,0.1379,0.0016,0.0108,0.9892,0.9999,0,134,9,28,"Low",1.1,2
1995,553,"MAW",9788000,0.2196,0.2426,3e-04,0.0203,0.2048,0.6876,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0.0022,0,0,0.0022,0,0,0,0,0.1147,0.0025,0.0307,0.9693,0.9999,0,134,5,20,"Medium",1.1,1
2000,553,"MAW",10925000,0.1962,0.2464,3e-04,0.02,0.1678,0.6307,0,0,0,0,0,0.1471,0.0074,0,0,0,0,0,0.1545,0,0,0,0,0,0.0021,0,0,0.0023,0,0,0,0,0.1327,0.005,0.0725,0.9275,0.9998,0,24,5,20,"Medium",1.1,13
